d_codigo,d_asenta,c_mnpio
66072,Hacienda los Ayala,21
66073,Solidaridad Social (Fomerrey 9),21
66073,INFONAVIT San Genaro,21
66073,Lomas de Aztlán (Fomerrey 153),21
66073,Los Girasoles IV,21
66073,Adelitas de Villa,21
66075,Raúl Caballero (Fomerrey 36),21
66080,Andrés Caballero Moreno Agropecuaria,21
66084,Puerta del Sol,21
66084,Unión Agropecuarios Lázaro Cárdenas del Norte,21
66084,Alianza Real,21
66085,San Miguel de los Garza,21
66085,Monclova Primer Sector,21
66085,Monclova Segundo Sector,21
66085,Valle de San Miguel,21
66085,Portal de Piedra,21
66085,San Miguel de los Garza (La Luz),21
66100,La Fama,48
66100,Privada La Bolita,48
66100,Privada Antigua,48
66100,Privada Acueducto,48
66110,Cimas del Poniente,48
66114,Cima de las Mitras,48
66114,Cerro de las Mitras,48
66115,Jardín de las Mitras,48
66116,Fama II,48
66116,Fama V,48
66117,La Fama 1,48
66118,Eugenio Canavati CTM,48
66118,Fama III,48
66119,Lomas de La Fama,48
66119,Lomas Del Mirador,48
66119,Arboledas de las Mitras,48
66120,San Humberto,48
66120,Los Portales,48
66120,Balcones de San Humberto,48
66120,Villas de San Humberto,48
66120,Villas los Portales,48
66129,Cooperativa la Unión,48
66129,Provivienda del Poniente Sector Uno,48
66129,La Ermita,48
66129,Provivienda del Poniente Sector Tres,48
66129,Prados de San Jorge,48
66129,Provivienda del Poniente Sector Dos,48
66139,Rincón de las Mitras (Fomerrey 2),48
66140,Jose Lopez Portillo,48
66145,Hacienda los Portales,48
66147,Santa Magdalena,48
66149,Trabajadores,48
66150,Los Treviño,48
66150,Privada Treviño,48
66150,Parques la Fama,48
66160,Benito Juárez,48
66165,Jardines de La Fama,48
66165,Valle de La Sierra,48
66166,Campania,48
66167,La Española,48
66168,La Concordia,48
66169,Efimex,48
66170,Protexa,48
66179,Montenegro,48
66180,Jesús M Garza,48
66187,Las Palmas,48
66188,La Fraternidad,48
66189,La Barrica,48
66190,San Isidro,48
66195,Nueva Fortaleza,48
66196,La Banda,48
66196,Miguel Hidalgo,48
66197,Loma Blanca,48
66197,El Aguacatal,48
66197,Huasteca Real,48
66197,Las Montañas,48
66198,La Fortaleza,48
66199,Idelfonso Vázquez,48
66200,Los Encinos,19
66200,San Pedro Garza García Centro,19
66210,San Pedro 400,19
66214,Villa del Obispo,19
66216,Vista Montaña,19
66216,El Obispo,19
66216,Zona Clouhtier,19
66217,Plan de Ayala,19
66218,Lucio Blanco 1er Sector,19
66218,Echeverría,19
66218,Lucio Blanco 2do Sector,19
66219,Revolución,19
66219,Zona Revolución,19
66220,Del Valle,19
66220,Jardines Del Valle,19
66224,Fuentes del David,19
66224,Fuentes del Valle,19
66224,Fuentes del Valle Sector Colinas,19
66224,Residencial Santa Bárbara la Cripta,19
66224,Zona Fuentes del Valle,19
66224,Zona los Sabinos,19
66224,Zona Santa Bárbara Poniente,19
66225,La Joya,19
66225,Zona del Valle,19
66226,Valle Del Mezquite,19
66227,Las Capillas,19
66227,San Francisco,19
66227,Los Olivos,19
66228,Residencial San Carlos,19
66228,Zona de Los Callejones,19
66230,Jardines Coloniales,19
66230,La Cima,19
66230,La Ventana,19
66230,Prados de La Sierra,19
66230,Rincón Colonial,19
66230,San Pedro,19
66230,La Finca,19
66230,Zona Rosario,19
66230,Zona Palo Blanco,19
66230,Zona Hacienda San Francisco,19
66230,Zona la Cima,19
66230,Codornices Aldama,19
66230,La Cúspide,19
66230,Las Uvas,19
66230,Las Verandas,19
66230,Residencial Los Cubos,19
66230,San Gabriel,19
66230,San José,19
66230,Villa Campanario,19
66230,Conjunto Habitacional Morelos,19
66233,Santa Elena,19
66233,Las Sendas Galicias,19
66233,Zona Valle Poniente,19
66235,Villa Montaña,19
66236,Jardines de Mirasierra,19
66236,Palo Blanco,19
66236,Residencial Palo Blanco,19
66236,Palo Blanco Sector El Edén,19
66236,Villas de Santa Bárbara,19
66237,Los Sauces 1er Sector,19
66237,Los Sauces 2 Sector,19
66238,Jesús M Garza,19
66238,Lázaro Garza Ayala,19
66238,Lindavista,19
66238,Rincón de San Francisco,19
66238,Valle de Vasconcelos,19
66238,Mirador de Vasconcelos,19
66238,Lucio Blanco 3er Sector,19
66238,Zona los Sauces,19
66238,Zona Mirador Vazconcelos,19
66239,Los Pinos,19
66239,Nemesio Garcia Naranjo,19
66239,Rincón de Corregidora,19
66239,Volkswagen,19
66239,Hacienda de los Callejones,19
66240,La Barranca,19
66240,La Montaña,19
66240,Lomas de Tampiquito,19
66240,Mirasierra,19
66240,Olímpico,19
66240,Pro Vivienda Popular,19
66240,Rincón de la Montaña,19
66240,Tampiquito,19
66240,Zona Mirasierra,19
66240,Zona Valle del Mezquite,19
66244,Capistrano,19
66244,Lomas Valle Sector Convento,19
66244,Lomas del Bosque,19
66244,Los Fresnos,19
66245,Barranca Del Pedregal,19
66246,Hacienda Del Valle,19
66247,Hacienda El Rosario,19
66247,La Parvada Angelitos,19
66247,Mansión Del Rosario,19
66247,Hacienda las Campanas,19
66249,Villas de Terrasol,19
66249,Cerrada Moralillo,19
66249,Moralillo,19
66250,Bosques del Valle,19
66250,Fátima,19
66250,Jerónimo Siller,19
66250,Privada Sierra Madre,19
66250,Valle de Chipinque,19
66250,Zona Jerónimo Siller,19
66250,Zona Privada Río Tamazunchale,19
66254,Carrizalejo,19
66256,Lomas Del Valle,19
66257,Del Valle Sector Fátima,19
66257,Zona Fátima,19
66259,Cortijo Del Valle,19
66259,Rincón de Carrizalejo,19
66259,La Cañada,19
66259,Zona Carrizalejo,19
66259,Zona la Alianza,19
66259,Zona Antigua Exhacienda Carrizalejo,19
66260,Residencial San Agustín Primer Sector,19
66260,Ampliación Valle del Mirador,19
66260,Jardines de Campestre,19
66260,Corporativo Proser,19
66260,Ampliación Canteras,19
66260,Del Valle Oriente,19
66260,Hacienda de La Sierra,19
66260,Portal de Santa Engracia,19
66260,Residencial San Agustín Segundo Sector,19
66260,Zona San Agustín,19
66263,Zona Campestre,19
66263,Zona Santa Engracia,19
66265,Valle Del Campestre,19
66265,Zona la Diana,19
66266,Residencial Santa Bárbara,19
66266,Villas de San Agustin,19
66266,Zona Loma Larga Oriente,19
66266,La Admiranza,19
66266,Zona Loma Blanca Poniente,19
66266,Verona,19
66266,Zona Valle Oriente Norte,19
66267,Santa Engracia,19
66268,Del Valle Sect Norte,19
66268,Valle de Santa Engracia,19
66268,Villas de Santa Engracia,19
66268,Privada Santa Engracia,19
66268,Zona Valle Santa Engracia,19
66270,Colinas de San Agustin,19
66270,San Agustin Campestre,19
66270,Veredalta,19
66270,Misión San Patricio,19
66270,Zona Tampiquito,19
66270,Zona Lomas de San Agustín,19
66273,Corporativo Santa Engracia,19
66273,Villas de Aragón,19
66273,Zona Montebello,19
66274,Zona Antigua Exhacienda San Agustín,19
66276,Hacienda San Agustin,19
66276,Zona Hacienda San Agustín,19
66276,Zona Lomas del Campestre,19
66277,Santa Cruz,19
66277,Privada San Roberto,19
66277,La Encantada,19
66278,Antigua Hacienda San Agustin,19
66278,Balcones de San Agustin,19
66278,Los Amates,19
66278,Real de San Agustin,19
66278,Valle de San Agustin,19
66278,Corporativo Prodesa,19
66278,Flor de Mayo,19
66278,La Muralla,19
66278,Real Del Valle,19
66278,Santa Fe,19
66278,Lomas de San Agustín 1er Sector,19
66278,El Refugio,19
66278,Privada Lomas de San Agustin,19
66278,Alto Eucalipto,19
66278,Zona San Agustín Campestre,19
66278,Zona Valle Oriente,19
66278,Lomas de San Agustín 2do Sector,19
66278,Lomas de San Agustín 3er Sector,19
66278,Los Rincones,19
66278,Misión de San Agustín,19
66278,Rincón del Campestre,19
66278,Villas Carmel,19
66280,Balcones Del Valle,19
66280,Bosques de La Sierra 1er Sector,19
66280,Colinas de La Sierra Madre,19
66280,Pedregal Del Valle,19
66280,Villa del Pedregal,19
66280,Villas Crisantemo,19
66280,Zona Bosques de la Sierra,19
66285,Sierra Nevada,19
66285,Zona Bosques del Valle,19
66285,Zona Colinas Sierra Madre,19
66285,Zona Valle San Ángel,19
66285,Villas del Valle,19
66286,Colonial La Sierra,19
66286,Residencial Sierra Del Valle,19
66286,Zona el Santuario,19
66287,Lomas Del Rosario,19
66287,Zona Pedregal del Valle,19
66290,Bosques de San Ángel Sector Palmillas,19
66290,Olinalá,19
66290,Valle de San Ángel Sect Español,19
66290,Valle de San Angel Sect Frances,19
66290,Valle de San Ángel Sect Jardines,19
66290,Valle de San Ángel Sect Mexicano,19
66290,Valle de San Ángel Rincón Francés,19
66295,Joya del Venado,19
66295,Mesa de la Corona,19
66295,Lomas de San Angel,19
66295,Hacienda de Carrizalejo,19
66295,Comercial Alpino Chipinque,19
66295,Zona Alpino,19
66296,Colinas de San Ángel,19
66297,Los Encinos,19
66297,Residencial Chipinque,19
66297,Villa Chipinque,19
66297,Zona Loma Blanca,19
66297,Las Alondras,19
66297,Villas La Rivera,19
66297,Zona Residencial Chipinque,19
66350,Residencial el Castillo,48
66350,Lázaro Cárdenas,48
66350,Mirador de Santa Catarina,48
66350,Nueva Santa Catarina,48
66350,Real del Valle,48
66350,Residencial Panorámica,48
66350,Ciudad Santa Catarina Centro,48
66350,Santa Martha I,48
66350,Santa Martha II,48
66353,El Paraíso,48
66354,Mirador de la Huasteca,48
66354,Enrique Rangel,48
66354,Los Vitrales,48
66354,Loma Pelona,48
66354,Pedregal de La Huasteca,48
66354,Privadas la Huasteca,48
66354,Ventanas de La Huasteca,48
66356,El Castillo,48
66356,Alfonso Martinez Dominguez,48
66356,Praderas Del Castillo,48
66356,Privada 10 de Mayo,48
66357,Balcones de Santa Catarina (Fomerrey 134),48
66357,Hacienda de Santa Catarina,48
66357,Paseo de La Sierra,48
66358,Cumbres de Santa Catarina,48
66358,General Francisco Naranjo,48
66358,Luis Echeverría Alvarez,48
66358,Puerta Del Sol,48
66358,Zimex,48
66358,Cordilleras del Virrey,48
66358,Zimex Sección Leones,48
66358,Zimex Sur,48
66358,Zimex Norte,48
66358,Antigua Santa Catarina,48
66358,Las Catarinas,48
66359,Lomas de Santa Catarina,48
66359,Torres de Santa Catarina,48
66359,Las Anacuas,48
66359,Robles de Santa Catarina,48
66359,Prados de Santa Catarina,48
66359,INFONAVIT Lomas de Santa Catarina,48
66359,Mirador de las Mitras,48
66360,Hacienda San José,48
66360,Residencial Cuauhtémoc,48
66360,Colinas de Santa Catarina,48
66362,El Molino,48
66362,Pio XII,48
66362,Jardines de Santa Catarina,48
66362,Privada 5 de Mayo,48
66362,Rincón de las Huertas,48
66363,El Escorial,48
66363,Labores Nuevas,48
66363,Senderos,48
66364,Unión del Noreste,48
66365,Mártires de Cananea,48
66365,Prados Del Sol,48
66365,Rincón de La Huasteca,48
66365,Prados Del Rey,48
66366,Tepeyac,48
66367,El Frutal,48
66367,Norberto Aguirre,48
66367,Puerta de las Mitras,48
66367,Huasteca del Valle I,48
66367,Residencial de Santa Catarina,48
66367,Privadas de Santa Catarina,48
66368,Rincón Del Poniente,48
66368,San Francisco,48
66368,Rincón de las Palmas,48
66369,Lomas del Poniente,48
66369,San Gilberto,48
66369,Las Sombrillas,48
66369,Misión de las Villas,48
66369,La Conquista,48
66370,Industrias del Poniente,48
66373,Ampliación San Gregorio,48
66373,27 de Mayo,48
66374,Virginia Tafich,48
66375,29 de Julio,48
66376,El Lechugal,48
66376,Santa Catalina,48
66376,Santa Julia,48
66377,Las Sierras,48
66377,San Gregorio,48
66378,Aurora,48
66378,Aurorita,48
66400,San Nicolás de los Garza Centro,46
66410,Benito Juárez,46
66410,Constituyentes Del 17,46
66410,Ignacio Ramirez,46
66410,Las Alamedas,46
66410,México Lindo,46
66410,Miraflores,46
66410,Nicolás Bravo,46
66410,Privada Sendero Anáhuac,46
66410,La Enramada,46
66413,Bosques del Roble,46
66413,El Naranjal,46
66413,San Bartolo,46
66413,San Isidro,46
66413,Rincón del Roble,46
66414,Residencial Roble Sector Tres,46
66414,Roble San Nicolás Sector Siete,46
66414,Roble San Nicolás Sector 2,46
66414,Roble San Nicolás Sector 3,46
66414,Residencial Roble Cuarto Sector,46
66414,El Fundador,46
66414,Jardines de San Nicolás,46
66414,Residencial El Roble,46
66414,Residencial San Nicolás,46
66414,Roble San Nicolás,46
66415,Héroes de México,46
66415,Villa Luz,46
66417,Residencial Roble Sector Seis,46
66417,La Nogalera,46
66417,Valle Del Roble,46
66417,Villas Del Roble,46
66417,Valle de Las Alamedas,46
66418,Centenario II,46
66418,Valle Dorado,46
66418,Viejo Roble,46
66418,Residencial Roble Sector 2,46
66420,Iturbide,46
66420,Las Villas,46
66420,Residencial Periférico,46
66420,Villa Universidad,46
66420,Villazul,46
66422,Balcones de Anáhuac,46
66422,El Mirador de San Nicolás (fomerrey 129),46
66422,Rincón de Anáhuac,46
66422,Villas de Anáhuac,46
66422,Residencial Anáhuac Zona Norte,46
66423,Nuevo Periférico,46
66424,Periférico Norte,46
66425,Estación Ramon Treviño,46
66425,Getsemani,46
66425,Tabachines,46
66427,Villarreal,46
66428,Las Misiones,46
66428,Casa Bella,46
66428,Privada Casa Bella,46
66430,Betel,46
66430,El Refugio Sector 1,46
66430,El Refugio Sector 2,46
66430,Francisco Villa,46
66430,La Gloria,46
66430,Los Álamos,46
66430,Los Nogales,46
66430,Congregación Mariano Escobedo,46
66430,San Antonio,46
66430,Santa Maria,46
66434,Rivera San Nicolás,46
66435,Rincón de los Cedros,46
66436,Las Nuevas Puente,46
66436,Praderas de Santo Domingo,46
66437,Valle de San Carlos,46
66437,Vicente Guerrero (fomerrey 46),46
66437,Villas de Santo Domingo,46
66437,Poblado de Santo Domingo,46
66438,Valle de las Flores,46
66438,Valle de Santo Domingo,46
66440,Los Morales,46
66440,Los Nogales (Fomerrey 44),46
66440,Nuevo Mezquital,46
66440,Torres de Santo Domingo,46
66444,Carmen Romano de Lopez Portillo (fomerrey 27),46
66444,Paseo de los Andes,46
66444,Pedregal de Santo Domingo,46
66444,Prados de Santo Domingo Sector 1,46
66445,Valle del Mezquital (Fomerrey 30),46
66445,Jardines Del Mezquital,46
66446,Balcones de Santo Domingo,46
66446,Paseo San Nicolás,46
66447,Santo Domingo (Fom. 34),46
66448,Arboledas de Santo Domingo,46
66448,Los Naranjos,46
66448,Residencial Santo Domingo,46
66449,Aquiles Serdán (Fomerrey 33),46
66449,Arboledas del Mezquital,46
66449,Torres de Santo Domingo (Fomerrey 118),46
66449,Fomerrey 119,46
66449,Hacienda de Santo Domingo,46
66449,Parques de Santo Domingo,46
66449,Residencial Santo Domingo Sector 2,46
66450,Anáhuac,46
66450,Cuauhtémoc,46
66450,Chapultepec,46
66450,El Roble,46
66450,Lomas del Roble,46
66450,Valle de Anáhuac,46
66450,Viejo Anáhuac,46
66455,Ciudad Universitaria,46
66456,Parque Anáhuac,46
66456,Potrero Anáhuac,46
66457,Residencial Anáhuac,46
66458,Roble Norte,46
66459,Nuevo Laredo,46
66460,Año de Juárez (Fomerrey 86),46
66460,Jardín de las Puentes,46
66460,Las Puentes Sector 1,46
66460,Paseo de las Puentes,46
66460,Residencial las Puentes,46
66460,Rincón de las Puentes,46
66460,Rincón de los Andes,46
66460,Valle de las Puentes,46
66460,Villa las Puentes,46
66463,Jardines de Anáhuac,46
66464,Residencial Nova,46
66465,Arboledas de San Jorge,46
66465,Hacienda las Puentes,46
66465,Residencial las Palmas,46
66465,Riveras de las Puentes,46
66466,Balcones de las Puentes,46
66468,Jardines de Santo Domingo,46
66469,Julio Camelo Treviño,46
66469,Villa Esperanza,46
66470,Andalucía,46
66470,Costa del Sol,46
66470,Industrias del Vidrio Ampliación Oriente,46
66470,Los Laureles,46
66470,Miguel Aleman,46
66470,Residencial Paseo de los Ángeles,46
66470,Rincón Del Oriente,46
66470,Tacuba,46
66470,Villas de Oriente,46
66473,Bosques de Lindavista,46
66473,La Talaverna,46
66473,Los Cipreses,46
66473,Parque La Talaverna,46
66473,Villas de San Miguel,46
66475,Casa Blanca,46
66475,Jardines de Casa Blanca,46
66475,San Ángel Casa Blanca,46
66475,Villas de Casa Blanca,46
66476,Ciudad Minera,46
66476,La Estancia,46
66476,Los Reales,46
66477,Del Lago,46
66477,Hacienda los Angeles,46
66477,La Fe,46
66478,Fresnos del Lago,46
66478,Misión de San Cristóbal,46
66478,Residencial los Angeles Sect 1,46
66478,Residencial los Angeles Sect 2,46
66478,Residencial San Cristóbal,46
66478,Rincón de Casa Blanca 1er Sector,46
66478,Valle Casa Blanca,46
66478,Villas de San Cristóbal,46
66478,Privadas de Casa Blanca,46
66478,Misión de Casa Blanca,46
66478,Rincón de Casa Blanca Sector 2,46
66478,Arboledas de San Cristóbal,46
66478,Residencial San Cristóbal Sector Tres,46
66479,Margarita Salazar,46
66480,Azteca (Fomerrey 11),46
66480,Bosques del Nogalar,46
66480,Deportivo Lagrange,46
66480,Diaz Ordaz,46
66480,Garza Cantu,46
66480,Jose Lopez Portillo,46
66480,Paseo del Nogalar,46
66480,Residencial Nogalar,46
66480,Valle Azteca (fomerrey 12),46
66480,Valle de las Granjas (fomerrey 13),46
66480,Valle Del Nogalar,46
66482,Mercado de Abastos Estrella,46
66482,Predio Aldape,46
66484,Antiguo Nogalar,46
66484,Futuro Nogalar,46
66484,Industrial Nogalar,46
66485,Bosques de Santo Domingo (Fomerrey 92),46
66485,Rincón Del Nogalar,46
66486,4 de Octubre Fomerrey 72,46
66486,Jardines Del Nogalar (fomerrey 28),46
66486,La Morena (fomerrey 65),46
66486,Salvador Allende,46
66486,Hacienda Nogalar,46
66488,Floridos Bosques Del Nogalar (fomerrey 90),46
66489,Lagos de Chapultepec (fomerrey 69),46
66490,INFONAVIT Valle de Lagrange,46
66490,Ciudad Ideal,46
66490,Colonial Lagrange,46
66490,Constituyentes de Queretaro Sector 1,46
66490,Antiguo Corral de Piedra,46
66490,Francisco Garza Sada,46
66490,Nuevo Mundo,46
66490,Peña Guerra,46
66490,Residencial Rivera Sector 2,46
66490,Industrias del Vidrio Ampliación Norte Sector 1,46
66490,Industrias del Vidrio Ampliación Norte Sector 2,46
66490,Industrias del Vidrio Ampliación Norte Sector 3,46
66490,Industrias del Vidrio Ampliación Norte Sector 4,46
66494,Central de Carga,46
66495,Hacienda los Morales,46
66496,Fidel Velázquez Sánchez,46
66496,Valle de los Morales,46
66499,Hacienda Lagrange,46
66499,Residencial San Felipe,46
66550,Carmen Centro,10
66550,El Jaral,10
66550,El Mirador,10
66553,Alianza Real,10
66553,Rincón del Carmen,10
66557,Paseo del Carmen,10
66557,Privadas del Carmen,10
66563,Los González,10
66600,Ciudad Apodaca Centro,6
66600,Futuro Apodaca,6
66600,Moderno Apodaca,6
66600,Presidentes Municipales,6
66600,Homero Sepúlveda,6
66600,Santa Rosa II,6
66600,San Francisco,6
66600,Manuel Villarreal,6
66603,Residencial San Francisco,6
66604,Bosque de Agua,6
66604,Bosquealto,6
66604,Burócratas Municipales,6
66604,Casas Reales,6
66605,Benito Juárez,6
66605,Nova Apodaca,6
66605,Teresita,6
66605,Pedregal de Apodaca,6
66606,Rinconada Colonial,6
66607,Santa Rosa,6
66607,Paraje Santa Rosa,6
66607,Paraje Santa Rosa Sector Norte,6
66610,Los Ébanos Onceavo Sector,6
66610,Los Ébanos Octavo Sector,6
66610,Los Ébanos Séptimo Sector,6
66610,Los Ébanos Décimo Sector,6
66610,Los Ébanos Doceavo Sector,6
66610,Los Ébanos Noveno Sector,6
66610,Prados de Santa Rosa,6
66610,Balcones de Santa Rosa 1,6
66610,Rincón de Santa Rosa,6
66610,Ex-Hacienda Santa Rosa,6
66612,Los Ébanos,6
66612,Valle de San Andrés,6
66612,Prados Del Virrey,6
66612,Insurgentes,6
66612,Valle de Apodaca,6
66612,Metroplex,6
66612,Valle de las Bugambilias,6
66612,Nuevo las Puentes Tercer Sector,6
66612,Andalucía,6
66612,Nuevo las Puentes Primer Sector,6
66612,Nuevo las Puentes Segundo Sector,6
66612,Manantial,6
66612,Prados de los Pinos,6
66612,Valle de las Palmas Segundo Sector,6
66612,Cortijo las Palmas,6
66612,Bosque Real,6
66612,Valle de las Palmas Tercer Sector,6
66612,Valle de las Palmas Cuarto Sector,6
66612,Hacienda Santa Isabel,6
66612,Jardines de las Palmas,6
66612,Hacienda las Yucas,6
66612,El Molino,6
66612,Villas Premier,6
66612,Valle de las Palmas Quinto Sector,6
66612,Ébanos Norte,6
66612,Las Estancias,6
66612,Santa Alicia,6
66612,Valle de las Palmas Sexto Sector,6
66612,Privadas del Rey,6
66613,Moisés Sáenz,6
66613,Los Altos,6
66613,Jardines de Monterrey II,6
66613,Fundadores,6
66613,Jardines de Monterrey III,6
66613,Residencial Moisés Sáenz,6
66613,Jardines de Monterrey I,6
66613,Balcones del Norte III,6
66616,Entronque Laredo-Salinas Victoria,6
66620,Agua Fría,6
66620,Cerritos de Agua Fría,6
66623,Artemio Treviño,6
66623,Ciudad Natura,6
66630,Francisco Elizondo,6
66630,Garcia Mireles,6
66630,Las Américas,6
66630,El Mezquital,6
66630,Viejo Mezquital,6
66630,Francisco Martinez,6
66630,Ejido Mezquital,6
66632,Cantu,6
66632,Hacienda Del Mezquital,6
66632,Nuevo Mezquital,6
66632,Valle Del Mezquital,6
66632,Balcones Del Mezquital,6
66632,José María García Ponce,6
66632,Villas del Mezquital,6
66633,Álamos del Parque,6
